a,alfa_fisher,b,consanguinidad,departamento_id,departamento_nombre,ins,n,provincia_nombre,s
0.11037694756240576,790.6950149975681,0.043663227751987416,0.0001944491834193148,2007,COMUNA   1,0.0009022442110656207,257204.21000000002,Capital Federal,65225.0
0.1588893660421923,2682.795007709018,0.0234191314616995,7.147396631088321e-05,2014,COMUNA   2,0.0006113773118284779,205664.16,Capital Federal,64589.399999999994
0.1571613552378614,1133.2498437785878,0.07873274359603993,0.00015744542210134233,2021,COMUNA   3,0.001166644767046012,220396.44,Capital Federal,53919.72
0.14774824575257778,490.2667661924042,0.05603743146589653,0.0004646449967824259,2028,COMUNA   4,0.0009154199936608988,152464.24,Capital Federal,32418.12
0.14871864984483898,1523.4521758884775,0.04477584321106985,0.0001716168082844624,2035,COMUNA   5,0.0006781965435819719,130522.48,Capital Federal,29867.52
0.1938909751895027,1022.5895344413211,0.03843045676308531,0.0002498558721702439,2042,COMUNA   6,0.00044974056990643906,202804.48,Capital Federal,32656.32
0.12309694402315081,934.7945764812087,0.07654701927491009,0.0002938613540464011,2049,COMUNA   7,0.0010000058018295442,144554.76,Capital Federal,59577.740000000005
0.08971710424454227,493.7797730467384,0.0860551635663887,0.0004709083131641167,2056,COMUNA   8,0.0010640371045540346,183104.55,Capital Federal,24008.52
0.14955576147389074,1204.259493351586,0.0453910252916167,0.00017905194120570485,2063,COMUNA   9,0.0007058279421442278,130623.52,Capital Federal,41313.03
0.11141466308876873,803.628470718573,0.08004692619911272,0.0001544245936048466,2070,COMUNA  10,0.0005500054018802757,166116.16,Capital Federal,49876.71
0.1814364248251235,1159.4943574072233,0.0627176779452964,0.00011867241881857107,2077,COMUNA  11,0.0009419623243724082,236665.57,Capital Federal,36458.1
0.15675337033227543,1865.5120769749446,0.040097465994158636,0.00014821667648936567,2084,COMUNA  12,0.0005253249293293973,129082.97,Capital Federal,62959.54
0.12095532884539754,1673.1328430711842,0.05726707844634141,0.00010009665442499161,2091,COMUNA  13,0.0006603779278947499,183714.75,Capital Federal,48981.6
0.12695621593107087,1681.1331381128446,0.026470565870952718,0.0001648887846629273,2098,COMUNA  14,0.0005995955805924629,273544.7,Capital Federal,71550.7
0.13125631690485248,1851.741455764475,0.05936085300102037,0.0001411509145546961,2105,COMUNA  15,0.0008037299134643872,110970.09,Capital Federal,35944.5
0.12967577516635992,777.703139291882,0.04741682004813817,0.00043255579539810084,6007,ADOLFO ALSINA,0.001327498820359689,12007.1,Buenos Aires,1889.14
0.13656823266219237,389.03519134884823,0.07913870246085011,0.0006562388330855968,6021,ALBERTI,0.0026439767477941436,7777.8,Buenos Aires,1316.25
0.04154166214041567,396.87262086621087,0.06007533365838132,0.0006519724122950443,6028,ALMIRANTE BROWN,0.0014513472830220116,526465.87,Buenos Aires,51444.0
0.05457014597714983,447.2708407485661,0.055997753636665315,0.00030127159591820983,6035,AVELLANEDA,0.0023413106882786594,241314.48,Buenos Aires,31908.6
0.055347657415696805,445.2257493180383,0.03899194270367054,0.0004295573656576279,6042,AYACUCHO,0.00259643563241944,11225.849999999999,Buenos Aires,1656.9
0.05245225506613732,747.976664795161,0.06932225713586844,0.00036291239122324576,6049,AZUL,0.00164202983569862,38797.31,Buenos Aires,7303.5
0.044627957578768834,1217.612411740519,0.05042129970702624,0.00030769232999559826,6056,BAHIA BLANCA,0.0008237432456575071,268488.2,Buenos Aires,43676.25
0.04543083498951839,464.1947998701956,0.09697748495820968,0.0004170662834959313,6063,BALCARCE,0.0026161430510199327,47750.3,Buenos Aires,6749.32
0.06345731029991955,451.7371142558311,0.09949055808786916,0.0005672546972859052,6070,BARADERO,0.0020693451356989826,28978.77,Buenos Aires,4858.47
0.09511130136986301,575.5839936713033,0.055316780821917814,0.0003745760868449756,6077,ARRECIFES,0.0012453438731469318,16819.2,Buenos Aires,6151.6
0.033817586396097866,634.7708969110188,0.10168709469764067,0.0003832091250303468,6091,BERAZATEGUI,0.0019269944572954585,259238.56,Buenos Aires,35678.5
0.07566997227700922,550.309090717885,0.08415582803470202,0.0004957214129320108,6098,BERISSO,0.0012153170123494457,97879.05,Buenos Aires,16659.86
0.0566912095129455,306.1694003830593,0.11543019115766186,0.000760689996154451,6105,BOLIVAR,0.0027762408618775586,39343.44,Buenos Aires,5898.15
0.07165120111005117,582.0528181521294,0.07613303269447577,0.00026698607953373673,6112,BRAGADO,0.0017606649569251829,41857.53,Buenos Aires,6699.72
0.1139806595586412,343.8837780186209,0.04694966526159187,0.00039693643237980456,6119,BRANDSEN,0.0011908092971394135,24399.65,Buenos Aires,2545.1
0.0844258064516129,596.0706173247603,0.06841290322580645,0.00039949125670501063,6126,CAMPANA,0.002364988239693663,89566.75,Buenos Aires,9859.5
0.1326793863748832,668.8274464819639,0.04801644031451037,0.0005837081029696166,6134,CAÑUELAS,0.002480759437620871,44376.28,Buenos Aires,5842.84
0.06770799136069114,329.15556237983344,0.0666194384449244,0.0003511257691177363,6140,CAPITAN SARMIENTO,0.0015093167388941498,8449.75,Buenos Aires,2908.2
0.0930252516916983,693.8602800884153,0.08692523518732466,0.0003783903006618919,6147,CARLOS CASARES,0.0018876999268975284,12542.130000000001,Buenos Aires,2727.65
0.10506871794871794,379.24035028056454,0.13716102564102564,0.0010857230769230769,6154,CARLOS TEJEDOR,0.002412717948717949,12967.5,Buenos Aires,1349.76
0.07809698689591853,484.74604994371714,0.11381353810199482,0.0003997969659010151,6161,CARMEN DE ARECO,0.0027750612927246927,13298.91,Buenos Aires,2063.6
0.09247901463702704,656.5306881341698,0.06663053106677352,0.00042115319968637015,6602,PATAGONES,0.0009506029364349497,32715.66,Buenos Aires,5791.88
0.13217739668259773,401.51035714774235,0.09634523474838348,0.00088117278596082,6168,CASTELLI,0.002455727436284252,9461.619999999999,Buenos Aires,1974.72
0.057861032674465504,688.5687381791475,0.09454971762807583,0.0003572628066887307,6175,COLON,0.0024293870854833685,13287.439999999999,Buenos Aires,2052.8199999999997
0.06391506303915064,581.1616658467059,0.11022635110226352,0.00045082120070374395,6189,CORONEL DORREGO,0.00265984508415209,16682.49,Buenos Aires,3632.85
0.0553477557622321,614.8862227204022,0.08325869389405581,0.0005325375458101561,6196,CORONEL PRINGLES,0.0014261174955594012,25323.52,Buenos Aires,4716.24
0.1111956175552583,746.4344210556565,0.05970125485699726,0.0005735600984136255,6182,CORONEL ROSALES,0.0015233756213865887,53690.58,Buenos Aires,12591.45
0.06435142734885997,774.7315005661056,0.049964239867962584,0.00043027810248636735,6203,CORONEL SUAREZ,0.0012946420782775656,37625.7,Buenos Aires,5771.36
0.07451410498393102,504.0148711160526,0.04589297556496454,0.00022246367404144018,6210,CHACABUCO,0.0015991591641239759,34109.22,Buenos Aires,6964.71
0.061897142857142845,555.8606483835273,0.054606386554621855,0.00024178721841677843,6217,CHASCOMUS,0.0017680690346726924,19040.0,Buenos Aires,7344.57
0.0773925925925926,1208.6538044874233,0.039453333333333326,0.00035767065672153635,6224,CHIVILCOY,0.0013651551783264745,34020.0,Buenos Aires,10511.18
0.10954062838569881,345.8321445457825,0.07280606717226434,0.0009475695222906554,6231,DAIREAUX,0.003857362657112402,10522.2,Buenos Aires,3014.73
0.054554526015680685,641.776079315007,0.08965253029223094,0.0003190365091490134,6238,DOLORES,0.0013166586091864036,15938.080000000002,Buenos Aires,2724.86
0.08772521654461732,509.1395697191161,0.10139562245167048,0.0002533686393127275,6245,ENSENADA,0.0012330607113219406,54719.67,Buenos Aires,11388.6
0.05291023953672019,591.600569099039,0.0557745459331403,0.0006171816240069827,6252,ESCOBAR,0.0024687264960279306,120048.4,Buenos Aires,27545.37
0.046444138270137936,549.7075667639292,0.09619803217561886,0.0007197918019016861,6260,ESTEBAN ECHEVERRIA,0.0016668862780881148,247956.07,Buenos Aires,35449.7
0.19247250766179919,681.6743703697343,0.10890481341265548,0.00035482484088232493,6266,EXALTACION DE LA CRUZ,0.0016653112532077116,19081.68,Buenos Aires,4801.38
0.039794675232029925,440.7274512086905,0.12809338118700261,0.0006663982449800456,6274,FLORENCIO VARELA,0.0018269794581475406,351711.1,Buenos Aires,34637.41
0.06888248598072932,708.7779104388377,0.057546859993184,0.0005587081569102764,6280,GENERAL ALVARADO,0.0014898884184274038,35827.47,Buenos Aires,4766.3
0.11539902585237916,363.4798126072428,0.10543274634694644,0.0006994886405829895,6287,GENERAL ALVEAR,0.002766866178306047,6725.88,Buenos Aires,1350.0
0.11316578870354113,482.420442708161,0.04060579455662862,0.0005295173615901969,6294,GENERAL ARENALES,0.001972553224855084,16401.6,Buenos Aires,3520.02
0.1225239942822136,379.880805787306,0.11927846981144918,0.0007581325395030628,6301,GENERAL BELGRANO,0.003103605083590663,18657.57,Buenos Aires,4142.16
0.18874172185430466,406.5544827586207,0.060463576158940394,0.000990273178807947,6308,GENERAL GUIDO,0.002670736754966888,1884.48,Buenos Aires,655.11
0.07540983606557378,534.2878612209903,0.05222185792349727,0.0008458923228522796,6322,GENERAL LAMADRID,0.0034080879094628078,10888.5,Buenos Aires,2542.71
0.10238519533927348,260.5401653609062,0.1031185743660041,0.0007369305217644166,6329,LAS HERAS,0.002072617092462422,8403.84,Buenos Aires,1644.56
0.2344203120220251,294.49479153702543,0.1035178953808504,0.001294759740944556,6336,GENERAL LAVALLE,0.003452692642518816,3693.9700000000003,Buenos Aires,676.0
0.07112340002485398,320.25132083149435,0.0704262458058904,0.0007647119123947603,6315,GENERAL MADARIAGA,0.00276283013510365,21244.08,Buenos Aires,3880.88
0.14456823639970764,267.49961064527895,0.0567108697922105,0.0004725240522597032,6343,GENERAL PAZ,0.0020336478198518873,11683.94,Buenos Aires,1615.38
0.05794386422976501,472.14086535960314,0.10578764142732812,0.000847628386700207,6351,GENERAL PINTO,0.002776290078177489,6342.48,Buenos Aires,1440.96
0.04346304152473303,535.9198538833816,0.07730656336620684,0.00025694140458167107,6357,GENERAL PUEYRREDON,0.0007739963298509596,421088.8,Buenos Aires,79478.85
0.06313727449902552,661.590265094066,0.06309812936218413,0.000593532010245297,6364,GENERAL RODRIGUEZ,0.0012605989598130202,42023.100000000006,Buenos Aires,14406.48
0.09818950855460222,491.7329903910321,0.062455196222775046,0.00026721819070042274,6371,GENERAL SAN MARTIN,0.0009501091224903919,397091.52,Buenos Aires,54237.45
0.07724649386885968,655.944943363298,0.05912254937954328,0.0006992964952943421,6760,SAN MIGUEL,0.0014690257311219274,140956.65,Buenos Aires,34711.83
0.08782408926813258,444.0105229886322,0.04952806038726616,0.00029881048563210917,6385,GENERAL VIAMONTE,0.0016067186768415052,11730.95,Buenos Aires,1646.19
0.054385198509572144,584.9765908938228,0.0567741659171699,0.0003292866808664532,6392,GENERAL VILLEGAS,0.0011795343792231157,29886.72,Buenos Aires,4979.3099999999995
0.11258213199960772,269.1098387456235,0.11238305383936453,0.00074244777125693,6014,GONZALES CHAVES,0.003424623953905839,12032.46,Buenos Aires,1173.0
0.13844723777331785,494.8777061678404,0.08886870180627443,0.00039737090103086035,6399,GUAMINI,0.0020271674951139545,11455.07,Buenos Aires,1908.16
0.058953730179360536,166.1610291916168,0.16527164023914742,0.0006255979546210258,6406,HIPOLITO YRIGOYEN,0.005401988687521237,10156.08,Buenos Aires,1057.7
0.08996945010183299,341.24107499571437,0.067070204864023,0.0007077108170610264,6084,JUAREZ,0.001784662060414762,13856.02,Buenos Aires,4908.4
0.08259438721325404,1083.5508405758535,0.03622557349192863,0.0003375937577655288,6413,JUNIN,0.0014648135930165319,82860.8,Buenos Aires,7821.360000000001
0.026388889500851477,391.32743459054774,0.07424440366325706,0.00040860922558957815,6427,MATANZA,0.0013201221134432528,1016765.12,Buenos Aires,60914.53
0.04198201591900118,648.6040948020784,0.057006501478347835,0.0003850576985274988,6434,LANUS,0.0015402307941099953,250915.24,Buenos Aires,61851.2
0.07266437413476706,579.2126591807453,0.0378842036637584,0.00033964209324819207,6441,LA PLATA,0.0007898653331353306,417459.83999999997,Buenos Aires,72248.28
0.11927358274041772,302.858337005242,0.05145168694055542,0.0009152794099744467,6448,LAPRIDA,0.0020247089978222606,10369.66,Buenos Aires,1113.6
0.04704392816277797,429.60070279896865,0.04275011193472962,0.0003072620671707079,6455,LAS FLORES,0.001582865194515768,16482.82,Buenos Aires,2584.89
0.052704888951961966,726.2078105983442,0.08748172851770383,0.0006699184350539526,6462,LEANDRO N. ALEM,0.001272363070893838,9019.52,Buenos Aires,1639.2
0.054452442159383024,378.58493638110974,0.04878891745215653,0.0003929105088593856,6469,LINCOLN,0.0014976824102404817,23106.6,Buenos Aires,4576.88
0.10273576163660987,242.11795221926985,0.11108988523772187,0.0005926863278194332,6476,LOBERIA,0.0034982949105439717,11784.36,Buenos Aires,3217.26
0.08256390395042602,979.2908830136212,0.07767199492993451,0.0002909758529795652,6483,LOBOS,0.0010361579154882078,36922.6,Buenos Aires,3119.52
0.0759222304353262,311.6196730833467,0.11033644724518601,0.0004159718117839439,6490,LOMAS DE ZAMORA,0.001370260085876521,610920.74,Buenos Aires,42679.2
0.08595831189529034,896.2000091407095,0.04512655765683235,0.00047006806036961,6497,LUJAN,0.0017579781119513868,105983.71,Buenos Aires,7949.549999999999
0.1449869148008142,331.31580764215585,0.06435955219540565,0.000401429684102635,6505,MAGDALENA,0.0014910245409526443,11004.8,Buenos Aires,1926.6
0.1166186036426713,283.25318684977105,0.08670858629661751,0.0006891361123627116,6511,MAIPU,0.0027565444494508464,6918.0,Buenos Aires,1164.98
0.2048277289187791,673.1589573990311,0.04927884117951371,0.0003119619782100255,6518,MAR CHIQUITA,0.001297761829353706,21649.6,Buenos Aires,3945.0
0.12129822018200853,493.63273709967075,0.11184263509704438,0.0005408879515745919,6525,MARCOS PAZ,0.0026740527943013535,26448.21,Buenos Aires,7474.9800000000005
0.0871718613688635,1032.859046448232,0.04232809897692125,0.00040124061596314987,6532,MERCEDES,0.000994811444536735,63045.0,Buenos Aires,8685.66
0.03135313051836287,284.29335451183294,0.06702022375215146,0.0007196791509647617,6539,MERLO,0.003064440255720921,214737.6,Buenos Aires,39598.14
0.07396312260536397,563.0535315895348,0.07483836206896552,0.0007781675727405094,6547,MONTE,0.0019172244545780665,20378.88,Buenos Aires,4212.0
0.04426948236727753,568.5987339152465,0.10905853916560096,0.0006894141274300309,6560,MORENO,0.0032008513059251435,188184.78,Buenos Aires,20456.32
0.1148844391506268,913.1278669089396,0.05471807187780074,0.0003807790919545707,6568,MORON,0.0016979002133056262,358262.77,Buenos Aires,30818.96
0.07236195862479536,524.268392668017,0.09704569132311355,0.0004470515546574511,6574,NAVARRO,0.0030518719464615335,10750.4,Buenos Aires,2044.56
0.056254550563950595,869.2310738952496,0.09693078033389964,0.00028530963451254426,6581,NECOCHEA,0.0019401055146853008,89247.18,Buenos Aires,16533.51
0.07881154930292796,605.3130004137676,0.05045582670966759,0.00022674219768315142,6588,NUEVE DE JULIO,0.0011894672665345649,46073.43,Buenos Aires,6550.4
0.06265816238579555,603.0651064278236,0.05110498189967247,0.00032774239115035793,6595,OLAVARRIA,0.0009332325714111888,71352.3,Buenos Aires,8926.36
0.040573298827827675,614.0317892649068,0.08469051606028315,0.0003143974031558062,6609,PEHUAJO,0.0021722002399855705,21020.800000000003,Buenos Aires,6000.64
0.09588921859545005,193.78241963892555,0.07782789317507417,0.0005679049740686279,6616,PELLEGRINI,0.0019516734320104959,4397.85,Buenos Aires,1578.68
0.07873549024450482,753.1908424631702,0.049997765468252006,0.00019925228977719345,6623,PERGAMINO,0.0015016114591904434,117340.02,Buenos Aires,13918.8
0.1136100453435647,203.0092655216962,0.12185211021974189,0.001064606580613938,6630,PILA,0.0021772405257668506,2350.94,Buenos Aires,697.3199999999999
0.05332337565347274,614.447229744454,0.0657740851381628,0.000481611740886315,6638,PILAR,0.002705683937563567,146218.8,Buenos Aires,35837.1
0.24937993452724821,963.2227299613614,0.07329096861159251,0.00046601371213281706,6644,PINAMAR,0.0016017063883676083,13086.36,Buenos Aires,5447.84
0.14737148803329866,822.6327343420389,0.08962539021852237,0.0004954519592828847,6651,PUAN,0.002281577089806898,10234.650000000001,Buenos Aires,2989.32
0.06597796434538034,410.7938586084946,0.10954142905144237,0.0006487438758279654,6658,QUILMES,0.0012376037015795031,331954.74,Buenos Aires,65415.6
0.05296604890204018,301.19956544152524,0.0940974926023984,0.0006020925021394404,6665,RAMALLO,0.0016673330828476805,33389.2,Buenos Aires,4845.84
0.04164044423877834,334.3294911555192,0.0871679777880611,0.00046660556165963225,6672,RAUCH,0.0030795967069535725,10243.14,Buenos Aires,1818.0
0.06098752442507139,284.74299660253706,0.08052983616413648,0.0007726265531548451,6679,RIVADAVIA,0.0036243209220718194,10644.8,Buenos Aires,1696.02
0.05117797042325344,633.0795720875104,0.06358796532381439,0.00037357073332846175,6686,ROJAS,0.001251027572076709,27454.0,Buenos Aires,2977.42
0.0884695688485228,582.9241343230096,0.0938219020774611,0.0005619942299703626,6693,ROQUE PEREZ,0.0015053416874206142,8429.52,Buenos Aires,2797.08
0.10853906294584262,985.9395851559418,0.03870912514980311,0.0003495650293273175,6700,SAAVEDRA,0.0008785528170704264,11915.64,Buenos Aires,4883.6
0.04629487425609522,742.712068621281,0.06776348627375696,0.00046064284458861306,6707,SALADILLO,0.0017624595792955625,29691.3,Buenos Aires,5153.75
0.0883985200845666,406.740154765403,0.07862050739957716,0.0004705707016077487,6721,SALLIQUELO,0.001967841115814222,5524.639999999999,Buenos Aires,2457.7799999999997
0.05526066350710901,424.1490122428583,0.048657187993680885,0.0002740782051696441,6714,SALTO,0.0013155753848142918,35036.55,Buenos Aires,5699.76
